,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set boss items as tier 6,,,Range,Factor,,Cost,Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bleed,Poison,Frost,Stagger,Push,Move,Buff,Shaft,Repeat Action,,,,,,,,,,,,,,Average level ups required to equip items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two-handed weapon factor,,,1,1.3,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,3,6,11,18,124,33,14,,,,,,,,,,,,,,4.0,3.9,3.8,3.9,3.7,3.8,3.9,3.8,3.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,,2,1.5,,2,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Stagger per item tier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,1.6,,3,-5,,,,,,,,,,,,,,,,,,,,,,Base,,,,Tier 1,,,,Tier 2,,,,Tier 3,,,,,,,,,,,,,,,,,,,,,,,Knight,Warrior,Assassin,Mercenary,Pyromancer,Sorcerer,Cleric,Herald,Thief,Deprived,,Knight,Warrior,Assassin,Mercenary,Pyromancer,Sorcerer,Cleric,Herald,Thief,Deprived,,,,,Knight,Warrior,Assassin,Mercenary,Pyromancer,Sorcerer,Cleric,Herald,Thief,Deprived,,Levels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier,Action 1,Action 2,Action 3,SUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Pilgrim's Key,390,1,144,98,115,115,TRUE,Asylum Demon,Mini Boss,Asylum Demon,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Ring,,34,17,0,17,17,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,9,14,5,5,9,5,9,14,5,5,,3,4,2,2,3,2,3,4,2,2,2,4,2.7,,8,12,4,4,8,4,8,12,4,4,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,39.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,39,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You may place this character on any entry node (not just entry nodes aligned with the tile you moved from),
Alonne Captain Armor,388,3,84,44,78,46,TRUE,Iron Keep,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Armor,,50,25,25,0,25,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,20,20,14,14,14,20,20,20,20,14,,5,5,4,4,4,5,5,5,5,4,4,5,4.6,,20,20,12,12,12,20,20,20,20,12,,35.8,8.4,5.5,3.0,1,0,0,3.5,3.5,0.0,5.5,0.0,0,3.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,3,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,BLK,,BLU,,,1🤸,🔺,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You can dodge attacks from Alonne Knights without spending ⬛stamina,
Gargoyle's Halberd,387,3,82,42,77,44,FALSE,Core,Mini Boss,Gargoyle,Sunless City,Legendary,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,,FALSE,,,0,,,0,Weapon,TRUE,50,25,25,0,0,25,40,1,4,0,4,12,0,1,4,,4,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,20,14,20,20,14,27,14,14,27,14,,5,4,5,5,4,6,4,4,6,4,4,6,4.7,,20,12,20,20,12,28,12,12,28,12,,16.4,4.2,0.0,0.0,4,0,0,3.5,0.0,0.0,0.0,0.0,0,7.8,1.3,0,7.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,-2,1,10.5,1.3,-7,7.5,7.5,0.0,0.0,0,1,1,0,0,0,0,0,0,0,-2,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,,,,,,,🔺🔺,2,,,,1📏,,ORA,,,,,,,,,,,,,,TRUE,,,1📏,4◼️,ORA,ORA,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
Bewitched Alonne Sword,385,2,107,64,92,71,TRUE,Iron Keep,Main Boss,Sir Alonne,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Weapon,TRUE,42,24,0,24,18,0,40,1,3,3,4,10,10,1,3,3,4,10,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,14,14,9,14,14,9,14,14,9,9,,4,4,3,4,4,3,4,4,3,3,3,4,3.6,,12,12,8,12,16,8,12,12,8,8,,8.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,7.0,1,0,3.5,3.5,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,7.5,1,-5,3.5,3.5,5.5,0.0,0,1,1,0,0,0,0,0,0,0,0,1,12.0,1,0,3.5,3.5,5.5,5.5,0,1,1,0,0,0,0,0,0,-6,0,1,,,,,,,,,🔺🔺,2,,,,,,BLK,BLK,,,,,,,,,,,,,,,,,3◼️,BLK,BLK,BLU,,,,,,,,,,,,,,,,,BLK,BLK,BLU,BLU,,,,,,,,,,-2,,,,,ACTION 3: You lose 4 🟥health,
Gold Tracer,383,5,72,35,64,34,TRUE,Darkroot,Main Boss,Artorias,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Weapon,,60,35,0,35,25,0,43,2,3,0,7,10,0,2,3,,7,10,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,27,27,20,20,-99,20,-99,-99,20,20,,6,6,5,5,-97,5,-96,-96,5,5,5,6,5.3,,28,28,20,20,-93,20,-85,-85,20,20,,8.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,12.0,1,0,7.5,7.5,0.0,0.0,-3,1,1,0,0,0,0,0,0,0,0,1,14.0,1,-5,7.5,7.5,0.0,0.0,-3,1,1,5,0,0,0,0,2,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,🔺🔺,2,,,,,,ORA,ORA,,,-1,,,,,,,,,,,,,,3◼️,ORA,ORA,,,-1,,,TRUE,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Iron Greatshield,382,5,56,23,47,28,TRUE,Core,Transposed,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,Knight,10,,Knight,10,Shield,,81,37,27,37,17,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,35,-99,35,35,-99,-99,-99,-99,35,27,,7,-95,7,7,-95,-95,-95,-95,7,6,6,7,6.8,,26,-87,30,30,-83,-83,-87,-87,30,22,,35.2,6.6,11.0,0.0,0,0,0,5.5,0.0,0.0,5.5,5.5,0,3.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,3,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLU,,,BLU,BLU,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignore Push icons on enemies' behaviors,
Pike,381,2,93,51,83,56,TRUE,Painted World,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,,,0,,,0,Weapon,TRUE,46,23,23,0,0,23,38,1,2,4,3,8,12,1,2,4,3,8,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,14,9,20,20,14,20,14,9,14,14,,4,3,5,5,4,5,4,3,4,4,3,5,4.1,,12,8,20,20,12,20,12,8,12,12,,16.4,4.2,0.0,0.0,4,0,0,3.5,0.0,0.0,0.0,0.0,0,5.6,1.3,0,3.5,0.0,0.0,0.0,3,1,1,0,0,0,0,0,0,0,-2,1,5.1,1.3,-5,3.5,3.5,0.0,0.0,3,1,1,0,0,0,0,0,0,0,-2,1,7.3,1.3,-10,3.5,3.5,3.5,0.0,3,1,1,0,0,0,0,0,2,0,-2,1,,BLK,,,,,,,🔺🔺,2,,,,1📏,,BLK,,,,1,,,,,,,,,,TRUE,,,1📏,3◼️,BLK,BLK,,,1,,,,,,,,,,TRUE,,,1📏,5◼️,BLK,BLK,BLK,,1,,,,,,,,1,,TRUE,,,,,
Royal Dirk,379,4,68,32,61,31,FALSE,Characters,Transposed,,Tomb of Giants,Transposed,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,Thief,2,,Thief,2,Weapon,,62,31,0,31,0,31,30,1,3,0,3,9,0,1,3,,3,9,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,27,27,-99,-99,-99,27,20,20,20,27,,6,6,-97,-97,-96,6,5,5,5,6,5,6,5.6,,28,28,-93,-93,-85,28,20,20,20,28,,23.4,4.2,3.5,3.0,1,0,0,3.5,0.0,0.0,3.5,0.0,0,5.5,1,0,5.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,6.0,1,-5,5.5,5.5,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,,,BLK,,,1🤺,🔺,1,,,,,,BLU,,,,,,,,,,,,,,,,,,3◼️,BLU,BLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elite Knight Armor,374,5,94,53,75,46,TRUE,Core,Transposed,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,Knight,10,,Knight,10,Armor,,50,35,35,0,0,15,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,14,14,-99,20,14,-99,14,9,-99,14,,4,4,-97,5,4,-98,4,3,-98,4,3,5,4.0,,16,16,-93,20,16,-97,16,14,-97,16,,37.4,13.2,3.5,0.0,2,0,0,5.5,5.5,0.0,3.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLU,BLU,,BLK,,,,🔺🔺,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin Dragon Greatshield,374,5,45,16,37,23,TRUE,Core,Transposed,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,Knight,10,,Knight,10,Shield,,100,35,35,35,15,15,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,44,44,-99,54,-99,-99,-99,-99,-99,44,,8,8,-93,9,-94,-95,-93,-94,-94,8,8,9,8.3,,32,32,-77,36,-81,-83,-77,-79,-81,32,,37.4,13.2,5.5,0.0,0,0,0,5.5,5.5,0.0,5.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLU,BLU,,BLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soulstream,371,2,186,145,169,116,FALSE,Core,,,Painted World,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,,,0,,,0,Spell,,22,22,0,0,22,0,25,0,1,2,2,5,8,,1,2,2,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,5,5,5,5,5,2,9,5,5,5,,2,2,2,2,2,1,3,2,2,2,1,3,2.0,,6,6,6,6,6,2,14,6,6,6,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,8.2,1.3,0,3.5,0.0,0.0,0.0,0,1.2,1.5,0,0,0,0,0,0,0,0,1,11.9,1.5,-3,5.5,0.0,0.0,0.0,0,1.2,1.5,0,0,0,0,0,0,0,0,1,14.6,1.6,-7,7.5,0.0,0.0,0.0,0,1.2,1.5,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1📏,,BLK,,,,,⚡,TRUE,,,,,,,,,,,2📏,2◼️,BLU,,,,,⚡,TRUE,,,,,,,,,,,3📏,4◼️,ORA,,,,,⚡,TRUE,,,,,,,,,,,,,
Winged Knight Armor,370,2,82,44,77,46,TRUE,Core,Mini Boss,Winged Knight,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Armor,,48,24,24,0,0,24,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,20,14,20,20,14,20,14,14,20,14,,5,4,5,5,4,5,4,4,5,4,4,5,4.5,,20,12,20,20,12,20,12,12,20,12,,37.0,9.0,7.5,0.0,2,0,0,7.5,0.0,0.0,7.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,ORA,,,ORA,,,,🔺🔺,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamberge,368,5,123,82,105,53,TRUE,Iron Keep,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Weapon,TRUE,35,35,0,35,0,0,40,2,3,0,6,10,0,2,3,,6,10,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,9,9,9,9,-99,9,-99,-99,9,9,,3,3,3,3,-99,3,-99,-99,3,3,3,3,3.0,,14,14,14,14,-99,14,-99,-99,14,14,,8.0,0.0,0.0,3.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,15.8,1,-3,7.5,0.0,0.0,0.0,0,1,1.5,5,0,0,0,0,0,0,0,1,9.0,1,-7,5.5,5.5,0.0,0.0,0,1,1,5,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,1🤺,🔺,1,,,,,2◼️,ORA,,,,,,TRUE,TRUE,,,,,,,,,,,4◼️,BLU,BLU,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winged Spear,368,2,102,61,88,68,FALSE,Core,,,Tomb of Giants,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,,FALSE,,,0,,,0,Weapon,TRUE,42,22,20,0,0,22,28,1,2,0,3,8,0,1,2,,3,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,9,9,14,20,14,14,9,9,14,9,,3,3,4,5,4,4,3,3,4,3,3,5,3.6,,8,8,12,20,12,12,8,8,12,8,,23.4,4.2,3.5,0.0,4,0,0,3.5,0.0,0.0,3.5,0.0,0,5.6,1.3,0,3.5,0.0,0.0,0.0,3,1,1,0,0,0,0,0,0,0,-2,1,5.1,1.3,-5,3.5,3.5,0.0,0.0,3,1,1,0,0,0,0,0,0,0,-2,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,,,BLK,,,,🔺🔺,2,,,,1📏,,BLK,,,,1,,,,,,,,,,TRUE,,,1📏,3◼️,BLK,BLK,,,1,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
Outrider Armor,368,2,82,43,77,46,TRUE,Core,Mini Boss,Boreal Outrider Knight,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,0,,,0,Armor,,48,24,0,24,0,24,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,20,14,20,20,20,14,14,14,20,14,,5,4,5,5,5,4,4,4,5,4,4,5,4.5,,20,12,20,20,20,12,12,12,20,12,,33.8,8.4,3.5,3.0,2,0,0,3.5,3.5,0.0,3.5,0.0,0,3.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,3,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLK,BLK,,BLK,,,1🤸,🔺🔺,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You are immune to Frostbite,
Thorolund Talisman,366,4,133,92,118,61,TRUE,Tomb of Giants,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,,0,,,0,Weapon,,31,31,0,0,0,31,40,2,3,0,6,10,0,2,3,,6,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,9,9,-99,-99,9,9,5,5,9,9,,3,3,-99,-99,3,3,2,2,3,3,2,3,2.8,,14,14,-99,-99,14,14,6,6,14,14,,8.0,0.0,0.0,3.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,10.4,1.6,-3,3.5,3.5,0.0,0.0,0,1.2,1,0,0,0,0,0,0,0,0,1,14.1,1.6,-7,5.5,5.5,0.0,0.0,0,1.2,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,1🤺,🔺,1,,,,3📏,2◼️,BLK,BLK,,,,⚡,,,,,,,,,,,,3📏,4◼️,BLU,BLU,,,,⚡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Whip,366,4,78,41,70,39,FALSE,Characters,Transposed,,Tomb of Giants,Transposed,,Sunless City,Transposed,,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,,Pyromancer,6,,Pyromancer,6,Spell,,52,34,0,0,34,18,40,1,4,0,4,12,0,1,4,,4,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,-99,-99,20,20,14,20,-99,-99,20,14,,-97,-97,5,5,4,5,-98,-98,5,4,4,5,4.7,,-93,-93,20,20,16,20,-97,-97,20,16,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,12.6,1,0,3.5,3.5,0.0,0.0,0,1.2,1.5,0,0,0,0,0,0,0,0,1,20.0,1,-7,7.5,7.5,0.0,0.0,0,1.2,1.5,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,BLK,BLK,,,,⚡,TRUE,,,,,,,,,,,,4◼️,ORA,ORA,,,,⚡,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleric Armor,362,2,151,110,151,79,TRUE,Tomb of Giants,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,,0,,,0,Armor,,24,24,0,0,0,24,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,9,5,9,9,5,5,5,5,9,5,,3,2,3,3,2,2,2,2,3,2,2,3,2.4,,14,6,14,14,6,6,6,6,14,6,,33.2,6.6,9.0,0.0,1,0,0,5.5,0.0,0.0,3.5,5.5,0,3.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,3,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLU,,,BLK,BLU,,,🔺,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"When one of your equipment cards allows a character to gain 🟥health, they gain +1 🟥health",
Hawkwood's Shield,362,4,51,20,46,26,FALSE,Characters,Transposed,,Tomb of Giants,Transposed,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,Thief,2,,Thief,2,Shield,,79,33,23,33,0,23,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,35,27,44,44,-99,44,35,27,35,35,,7,6,8,8,-95,8,7,6,7,7,6,8,7.1,,26,22,34,34,-87,34,26,22,26,26,,30.2,6.6,5.5,3.0,0,0,0,5.5,0.0,0.0,5.5,0.0,0,6.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,6,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLU,,,BLU,,,1🤺,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,
Mirrah Armor,362,3,71,34,67,35,FALSE,Characters,Transposed,,Painted World,Transposed,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,,Deprived,1,,Deprived,1,Armor,,54,27,27,0,0,27,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,20,20,27,27,20,27,14,14,27,14,,5,5,6,6,5,6,4,4,6,4,4,6,5.1,,20,20,28,28,20,28,12,12,28,12,,36.2,6.6,7.5,3.0,1,0,0,5.5,0.0,0.0,7.5,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,BLU,,,ORA,,,1🤸,🔺,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faraam Armor,360,3,82,44,75,44,TRUE,Core,Transposed,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,Knight,10,,Knight,10,Armor,,48,29,29,0,19,0,0,0,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,14,14,20,20,14,14,20,20,20,9,,4,4,5,5,4,4,5,5,5,3,3,5,4.4,,12,12,20,20,16,16,20,20,20,8,,33.0,9.0,5.5,0.0,2,0,0,7.5,0.0,0.0,5.5,0.0,0,3.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,3,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,,ORA,,,BLU,,,,🔺🔺,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Once per encounter at the end of another character's activation, you may take the Aggro token",
